,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
626,Flat,Residential,Existing Properties,Al Yelayiss 2,1-11-2019-5799,Sales,Sell,TOWN SQUARE SAFI,TOWN SQUARE,Dubai Cycling Course,,,1 B/R,1,58.36,540000.0,9252.91,,,TOWN SQUARE SAFI 1B,Unit,25-06-2019
627,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2022-31714,Sales,Sell - Pre registration,Binghatti Luna,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,2 B/R,1,92.88,765000.0,8236.43,,,Binghatti Luna,Unit,14-10-2022
628,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2023-54500,Sales,Sell - Pre registration,Regalia,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,68.41,1200000.0,17541.3,,,Regalia,Unit,17-10-2023
629,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2023-39717,Sales,Sell,RP HEIGHTS,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,170.9,2024000.0,11843.18,,,RP HEIGHTS,Unit,01-12-2023
630,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,2-13-2024-2699,Mortgages,Mortgage Registration,Socio,DUBAI HILLS,Burj Al Arab,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,44.8,669375.0,14941.41,,,Socio Tower 2,Unit,08-02-2024
631,Flat,Residential,Off-Plan Properties,Nad Al Shiba First,2-105-2024-119,Mortgages,Mortgage Pre-Registration,Azizi Greenfield,Meydan,Downtown Dubai,Business Bay Metro Station,Dubai Mall,2 B/R,1,80.91,917000.0,11333.58,,,Azizi Greenfield,Unit,24-04-2024
632,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-204388,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,46.0,262500.0,5706.52,,,K-08,Unit,18-02-2009
633,Flat,Residential,Existing Properties,Business Bay,2-13-2014-714,Mortgages,Mortgage Registration,,Business Bay,Burj Khalifa,Business Bay Metro Station,Dubai Mall,Studio,1,78.04,892500.0,11436.44,,,WEST HEIGHTS 3,Unit,27-01-2014
634,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2013-13831,Sales,Sell - Pre registration,REEM-MIRA COMMUNITY PH 3,,Dubai Cycling Course,,,3 B/R,0,201.59,1220888.0,6056.29,,,,Villa,19-12-2013
635,Flat,Residential,Off-Plan Properties,Burj Khalifa,1-107-2007-552,Sales,Lease to Own Registration Pre-Registration,29 BOULEVARD,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,82.78,1533888.0,18529.69,,,BD 29 BLVD T2,Unit,21-07-2009
636,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2016-5688,Sales,Sell,GOLD CREST EXECUTIVE,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,79.34,760000.0,9579.03,,,GoldCrest Executive,Unit,16-05-2016
637,Flat,Residential,Existing Properties,Al Hebiah Fourth,1-11-2017-13960,Sales,Sell,THE BRIDGE,Dubai Sports City,Sports City Swimming Academy,Dubai Internet City,Mall of the Emirates,1 B/R,1,59.27,623050.0,10512.06,,,THE BRIDGE,Unit,16-11-2017
638,Flat,Residential,Off-Plan Properties,Palm Jumeirah,1-102-2018-3820,Sales,Sell - Pre registration,THE 8,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,1 B/R,1,89.0,2100000.0,23595.51,,,THE 8,Unit,19-03-2018
639,,Residential,Existing Properties,Al Hebiah Third,2-13-2019-887,Mortgages,Mortgage Registration,DAMAC HILLS -  RICHMOND ,DAMAC HILLS,Motor City,,,,0,253.1,1600000.0,6321.61,,,,Villa,11-02-2019
640,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2019-7758,Sales,Sell - Pre registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 4",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,69.14,1116005.0,16141.24,,,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",Unit,21-05-2019
641,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2021-2508,Sales,Sell - Pre registration,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 8",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,71.15,1199032.0,16852.17,,,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 8",Unit,03-03-2021
642,,Commercial,Existing Properties,Palm Jumeirah,2-13-2021-13254,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Al Sufouh,Marina Mall,,0,1366.57,25200000.0,18440.33,,,,Villa,20-10-2021
643,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,1-102-2023-34249,Sales,Sell - Pre registration,ELEVATE by Prescott,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,114.86,1309500.0,11400.84,,,ELEVATE by Prescott,Unit,19-07-2023
644,Flat,Residential,Existing Properties,Zaabeel Second,1-41-2023-16562,Sales,Delayed Sell,Downtown Views II,,Burj Khalifa,Financial Centre,Dubai Mall,2 B/R,1,110.84,2900000.0,26163.84,,,Downtown Views II T3,Unit,28-08-2023
645,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2023-55418,Sales,Sell - Pre registration,Azizi Riviera 27,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,27.94,688800.0,24652.83,,,Azizi Riviera 27,Unit,23-10-2023
646,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-209678,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,60.92,345000.0,5663.16,,,RIVIERA DREAMS,Unit,04-05-2009
647,Flat,Residential,Existing Properties,Burj Khalifa,1-41-2010-4936,Sales,Delayed Sell,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,75.72,1221888.0,16136.93,,,YANSOON 4,Unit,20-12-2012
648,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2007-201888,Sales,Sell,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,72.44,832670.0,11494.62,,,Bahar 6,Unit,22-11-2007
649,Flat,Residential,Existing Properties,Al Thanyah Fifth,2-110-2009-201064,Mortgages,Lease to Own Registration,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,3 B/R,1,207.92,1938838.0,9324.92,1938838.0,9324.92,GREEN LAKES S3,Unit,01-06-2009
650,Flat,Residential,Existing Properties,Al Barsha South Fourth,1-11-2012-14860,Sales,Sell,EMIRATES GARDEN II - MAGNOLIA,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,86.21,734000.0,8514.09,,,Emirates Garden II - Magnolia 1 ,Unit,30-08-2012
651,,Commercial,Existing Properties,Al Thanayah Fourth,1-11-2013-4037,Sales,Sell,,Emirates Hills,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,,0,1569.78,19750000.0,12581.38,,,,Villa,11-02-2013
652,,Residential,Existing Properties,Wadi Al Safa 5,2-810-2014-290,Mortgages,Lease Finance Registration,THE VILLA,The Villa,IMG World Adventures,,,,0,604.52,2950000.0,4879.9,,,,Villa,02-10-2014
653,Villa,Residential,Off-Plan Properties,Al Yelayiss 1,1-102-2014-12912,Sales,Sell - Pre registration,REEM - MIRA OASIS COMMUNITY,,Dubai Cycling Course,,,3 B/R,0,304.0,1859888.0,6118.05,,,,Villa,27-10-2014
654,,Commercial,Existing Properties,Me'Aisem First,1-41-2016-3125,Sales,Delayed Sell,JUMEIRAH GOLF ESTATES,Jumeirah Golf Estates,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,867.36,4668085.0,5381.95,,,,Villa,20-06-2016
655,Flat,Residential,Existing Properties,Business Bay,1-11-2016-10831,Sales,Sell,THE RESIDENCE AT BUSINESS CENTRAL,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,88.87,1300000.0,14628.11,,,THE RESIDENCES AT BUSINESS CENTRAL,Unit,19-09-2016
656,,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-41-2017-501,Sales,Delayed Sell,Sidra 2,DUBAI HILLS - SIDRA 2,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,884.77,5377888.0,6078.29,,,,Villa,08-02-2017
657,,Commercial,Existing Properties,Ras Al Khor Industrial First,2-13-2017-2401,Mortgages,Mortgage Registration,,,Downtown Dubai,Creek Metro Station,Dubai Mall,,0,7432.24,24440000.0,3288.38,,,,Building,21-03-2017
658,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2018-8254,Sales,Sell - Pre registration,Sobha Hartland Greens - Phase III,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,43.87,684400.0,15600.64,,,SOBHA HARTLAND GREENS - PHASE III - 2,Unit,06-06-2018
659,Flat,Residential,Off-Plan Properties,Al Warsan First,1-102-2018-11948,Sales,Sell - Pre registration,Lawnz Residence by Danube ,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,58.4,540000.0,9246.58,,,LAWNZ BLOCK 1,Unit,05-09-2018
660,,Other,Existing Properties,Al Warqa Third,2-13-2019-284,Mortgages,Mortgage Registration,,,,,,,0,1241.53,750000.0,604.09,,,,Land,14-01-2019
661,Flat,Residential,Off-Plan Properties,Wadi Al Safa 2,1-102-2020-4512,Sales,Sell - Pre registration,Wavez Residence,Liwan,IMG World Adventures,,,Studio,1,37.34,390000.0,10444.56,,,WAVEZ RESIDENCE,Unit,04-03-2020
662,,Residential,Existing Properties,Jabal Ali First,2-190-2021-62,Mortgages,Delayed Mortgage,GardeniaTownHomes @ wasl gate,Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,,0,316.72,1193867.0,3769.47,,,,Villa,13-01-2021
663,,Residential,Existing Properties,Al Barsha South Fifth,2-44-2021-1847,Mortgages,Mortgage Transfer,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,754.8,1137000.0,1506.36,,,,Villa,25-10-2021
664,Flat,Residential,Existing Properties,Business Bay,1-11-2022-9159,Sales,Sell,AG TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,41.2,625000.0,15169.9,,,AG TOWER,Unit,27-04-2022
665,Flat,Residential,Existing Properties,Al Merkadh,1-11-2022-23764,Sales,Sell,"Mohammed Bin Rashid Al Maktoum City , District One Phase III  , Residences 4",,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,96.16,1550204.0,16121.09,,,"Mohammed Bin Rashid Al Maktoum City, District One Phase III, Residences 4",Unit,03-10-2022
666,Flat,Residential,Existing Properties,Me'Aisem First,1-11-2023-3950,Sales,Sell,LAKESIDE,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,33.68,240000.0,7125.89,,,LAKESIDE D,Unit,10-02-2023
667,Flat,Residential,Off-Plan Properties,Wadi Al Safa 5,1-102-2023-23696,Sales,Sell - Pre registration,AG SQUARE,Residential Complex,IMG World Adventures,,,Studio,1,42.68,395110.0,9257.5,,,AG Square,Unit,22-05-2023
668,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2023-24249,Sales,Sell - Pre registration,Elvira,DUBAI HILLS,,,,3 B/R,1,155.43,3800888.0,24454.02,,,Elvira 2,Unit,24-05-2023
669,Flat,Residential,Off-Plan Properties,Al Satwa,1-102-2024-14976,Sales,Sell - Pre registration,Hyde Walk Residence by Imtiaz ,Jumeriah Garden City,Burj Khalifa,Emirates Towers Metro Station,Dubai Mall,Studio,1,35.76,1199000.0,33529.08,,,HYDE WALK RESIDENCE BY IMTIAZ,Unit,11-03-2024
670,Flat,Residential,Existing Properties,Al Thanyah Third,2-110-2008-200860,Mortgages,Lease to Own Registration,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,Studio,1,55.09,444750.0,8073.15,444750.0,8073.15,GR Arno,Unit,18-09-2008
671,,Commercial,Existing Properties,Al Thanayah Fourth,2-13-2008-2813,Mortgages,Mortgage Registration,,Meadows 9,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,,0,570.15,2500000.0,4384.81,,,,Villa,25-11-2008
672,,Residential,Existing Properties,Hor Al Anz,1-11-2005-1147,Sales,Sell,,,Dubai International Airport,Abu Baker Al Siddique Metro Station,,,0,337.7,2300000.0,6810.78,,,,Land,03-05-2005
673,Flat,Residential,Existing Properties,Al Hebiah Fifth,2-190-2015-39,Mortgages,Delayed Mortgage,REMRAAM,Remraam,Motor City,,,2 B/R,1,93.73,741750.0,7913.69,,,AL RAMTH 41,Unit,09-03-2015
674,Flat,Residential,Off-Plan Properties,Al Warsan First,1-102-2008-45650,Sales,Sell - Pre registration,PRIME RESIDENCY1,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,112.91,881000.0,7802.67,,,Prime Residence 1,Unit,01-06-2009
675,Flat,Residential,Off-Plan Properties,Palm Jumeirah,2-105-2014-25,Mortgages,Mortgage Pre-Registration,GOLDEN MILE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,166.7,1085000.0,6508.7,,,GOLDEN MILE 2,Unit,25-03-2014
676,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2017-7011,Sales,Sell,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,189.89,1900000.0,10005.79,,,Tamweel Tower,Unit,22-05-2017
677,Flat,Residential,Existing Properties,Marsa Dubai,2-13-2018-5230,Mortgages,Mortgage Registration,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,178.9,1250000.0,6987.14,,,Rimal 5,Unit,28-06-2018
678,,Residential,Existing Properties,Jabal Ali First,2-13-2023-8260,Mortgages,Mortgage Registration,GardeniaTownHomes @ wasl gate,Wasl Gate,Expo 2020 Site,ENERGY Metro Station,Ibn-e-Battuta Mall,,0,326.03,3080000.0,9446.98,,,,Villa,29-05-2023
679,Flat,Residential,Off-Plan Properties,Al Barsha South Fifth,1-102-2024-11465,Sales,Sell - Pre registration,Fashionz 1 By Danube,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,1,32.22,715000.0,22191.19,,,Fashionz 1 By Danube,Unit,26-02-2024
680,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,1-102-2024-35970,Sales,Sell - Pre registration,SOBHA ONE,,,,,2 B/R,1,102.15,2369487.0,23196.15,,,Sobha One - C,Unit,27-05-2024
681,Flat,Residential,Existing Properties,Al Thanyah Fifth,1-11-2011-16610,Sales,Sell,,Jumeirah Lakes Towers,Burj Al Arab,Damac Properties,Marina Mall,2 B/R,1,92.11,633557.0,6878.27,,,JUMAIRAH BAY TOWER-X1-1,Unit,31-10-2011
682,,Commercial,Existing Properties,Naif,1-11-2006-915,Sales,Sell,,,Dubai International Airport,Baniyas Square Metro Station,Dubai Mall,,0,1248.34,39000000.0,31241.49,,,,Building,05-06-2006
683,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2012-10888,Sales,Sell,,Dubai Marina,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,129.32,1900000.0,14692.24,,,SAHAB-1,Unit,14-06-2012
684,,Residential,Existing Properties,Al Rashidiya,3-9-2014-516,Gifts,Grant,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,83.61,500000.0,5980.15,,,,Villa,26-08-2014
685,Shop,Commercial,Existing Properties,Business Bay,1-11-2015-751,Sales,Sell,BAY SQUARE,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Shop,1,113.16,1440961.0,12733.84,,,Bay Square - 09,Unit,19-01-2015
686,Flat,Residential,Off-Plan Properties,Al Barshaa South Second,1-102-2014-11417,Sales,Sell - Pre registration,MONTROSE,Dubiotech,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,71.07,886580.0,12474.74,,,MONTROSE RESIDENCE A,Unit,25-09-2014
687,Flat,Residential,Off-Plan Properties,Marsa Dubai,2-107-2010-18,Mortgages,Lease to Own Registration Pre-Registration,PARK ISLANDS,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,73.95,528000.0,7139.96,528000.0,7139.96,PARK ISLAND BONAIRE,Unit,13-05-2010
688,Flat,Residential,Off-Plan Properties,Business Bay,1-102-2015-7931,Sales,Sell - Pre registration,MOON TOWER 1,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,86.68,881685.0,10171.72,,,Moon Tower,Unit,25-06-2015
689,Flat,Residential,Off-Plan Properties,Al Hebiah Second,1-102-2015-11374,Sales,Sell - Pre registration,GLITZ RESIDENCE 2,Dubai Studio City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,110.95,1105000.0,9959.44,,,GLITZ RESIDENCE 2,Unit,09-11-2015
690,Office,Commercial,Existing Properties,Business Bay,1-110-2016-844,Sales,Lease to Own Registration,THE PRISM,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,120.45,1490986.0,12378.47,,,THE PRISM,Unit,21-07-2016
